,year,state,state_po,candidate,party,candidatevotes,totalvotes,join_col,Winner,vote_percent
31,1976,Iowa,IA,"Carter, Jimmy",Democratic,619931,1279303,1976-Democratic,True,48.46
32,1976,Kansas,KS,"Ford, Gerald",Republican,502752,957845,1976-Republican,False,52.49
33,1976,Kansas,KS,"Carter, Jimmy",Democratic,430421,957845,1976-Democratic,True,44.94
34,1976,Kentucky,KY,"Carter, Jimmy",Democratic,615717,1167142,1976-Democratic,True,52.75
35,1976,Kentucky,KY,"Ford, Gerald",Republican,531852,1167142,1976-Republican,False,45.57
36,1976,Louisiana,LA,"Carter, Jimmy",Democratic,661365,1277383,1976-Democratic,True,51.77
37,1976,Louisiana,LA,"Ford, Gerald",Republican,587446,1277383,1976-Republican,False,45.99
38,1976,Maine,ME,"Ford, Gerald",Republican,236320,482968,1976-Republican,False,48.93
39,1976,Maine,ME,"Carter, Jimmy",Democratic,232279,482968,1976-Democratic,True,48.09
40,1976,Maryland,MD,"Carter, Jimmy",Democratic,759612,1432273,1976-Democratic,True,53.04
41,1976,Maryland,MD,"Ford, Gerald",Republican,672661,1432273,1976-Republican,False,46.96
42,1976,Massachusetts,MA,"Carter, Jimmy",Democratic,1429475,2547558,1976-Democratic,True,56.11
43,1976,Massachusetts,MA,"Ford, Gerald",Republican,1030276,2547558,1976-Republican,False,40.44
44,1976,Michigan,MI,"Ford, Gerald",Republican,1893742,3651590,1976-Republican,False,51.86
45,1976,Michigan,MI,"Carter, Jimmy",Democratic,1696714,3651590,1976-Democratic,True,46.47
46,1976,Minnesota,MN,"Carter, Jimmy",Democratic,1070440,1949931,1976-Democratic,True,54.9
47,1976,Minnesota,MN,"Ford, Gerald",Republican,819395,1949931,1976-Republican,False,42.02
48,1976,Mississippi,MS,"Carter, Jimmy",Democratic,381329,768390,1976-Democratic,True,49.63
49,1976,Mississippi,MS,"Ford, Gerald",Republican,366846,768390,1976-Republican,False,47.74
50,1976,Missouri,MO,"Carter, Jimmy",Democratic,998387,1953600,1976-Democratic,True,51.1
51,1976,Missouri,MO,"Ford, Gerald",Republican,927443,1953600,1976-Republican,False,47.47
52,1976,Montana,MT,"Ford, Gerald",Republican,173703,328734,1976-Republican,False,52.84
53,1976,Montana,MT,"Carter, Jimmy",Democratic,149259,328734,1976-Democratic,True,45.4
54,1976,Nebraska,NE,"Ford, Gerald",Republican,359219,606749,1976-Republican,False,59.2
55,1976,Nebraska,NE,"Carter, Jimmy",Democratic,233293,606749,1976-Democratic,True,38.45
56,1976,Nevada,NV,"Ford, Gerald",Republican,101273,201876,1976-Republican,False,50.17
57,1976,Nevada,NV,"Carter, Jimmy",Democratic,92479,201876,1976-Democratic,True,45.81
58,1976,New Hampshire,NH,"Ford, Gerald",Republican,185935,339627,1976-Republican,False,54.75
59,1976,New Hampshire,NH,"Carter, Jimmy",Democratic,147645,339627,1976-Democratic,True,43.47
60,1976,New Jersey,NJ,"Ford, Gerald",Republican,1509688,3014472,1976-Republican,False,50.08
61,1976,New Jersey,NJ,"Carter, Jimmy",Democratic,1444653,3014472,1976-Democratic,True,47.92
62,1976,New Mexico,NM,"Ford, Gerald",Republican,211419,416590,1976-Republican,False,50.75
63,1976,New Mexico,NM,"Carter, Jimmy",Democratic,201148,416590,1976-Democratic,True,48.28
64,1976,New York,NY,"Carter, Jimmy",Democratic,3244165,6668262,1976-Democratic,True,48.65
65,1976,New York,NY,"Ford, Gerald",Republican,2825913,6668262,1976-Republican,False,42.38
66,1976,North Carolina,NC,"Carter, Jimmy",Democratic,927365,1677906,1976-Democratic,True,55.27
67,1976,North Carolina,NC,"Ford, Gerald",Republican,741960,1677906,1976-Republican,False,44.22
68,1976,North Dakota,ND,"Ford, Gerald",Republican,153684,297308,1976-Republican,False,51.69
69,1976,North Dakota,ND,"Carter, Jimmy",Democratic,136078,297308,1976-Democratic,True,45.77
70,1976,Ohio,OH,"Carter, Jimmy",Democratic,2009959,4110456,1976-Democratic,True,48.9
71,1976,Ohio,OH,"Ford, Gerald",Republican,2000626,4110456,1976-Republican,False,48.67
72,1976,Oklahoma,OK,"Ford, Gerald",Republican,545708,1092251,1976-Republican,False,49.96
73,1976,Oklahoma,OK,"Carter, Jimmy",Democratic,532442,1092251,1976-Democratic,True,48.75
74,1976,Oregon,OR,"Ford, Gerald",Republican,492120,1029876,1976-Republican,False,47.78
75,1976,Oregon,OR,"Carter, Jimmy",Democratic,490407,1029876,1976-Democratic,True,47.62
76,1976,Pennsylvania,PA,"Carter, Jimmy",Democratic,2328677,4620787,1976-Democratic,True,50.4
77,1976,Pennsylvania,PA,"Ford, Gerald",Republican,2205604,4620787,1976-Republican,False,47.73
78,1976,Rhode Island,RI,"Carter, Jimmy",Democratic,227636,410584,1976-Democratic,True,55.44
79,1976,Rhode Island,RI,"Ford, Gerald",Republican,181249,410584,1976-Republican,False,44.14
80,1976,South Carolina,SC,"Carter, Jimmy",Democratic,450807,802583,1976-Democratic,True,56.17
81,1976,South Carolina,SC,"Ford, Gerald",Republican,346149,802583,1976-Republican,False,43.13
82,1976,South Dakota,SD,"Ford, Gerald",Republican,151505,300678,1976-Republican,False,50.39
83,1976,South Dakota,SD,"Carter, Jimmy",Democratic,147068,300678,1976-Democratic,True,48.91
84,1976,Tennessee,TN,"Carter, Jimmy",Democratic,825879,1476346,1976-Democratic,True,55.94
85,1976,Tennessee,TN,"Ford, Gerald",Republican,633969,1476346,1976-Republican,False,42.94
86,1976,Texas,TX,"Carter, Jimmy",Democratic,2082319,4071884,1976-Democratic,True,51.14
87,1976,Texas,TX,"Ford, Gerald",Republican,1953300,4071884,1976-Republican,False,47.97
88,1976,Utah,UT,"Ford, Gerald",Republican,337908,541218,1976-Republican,False,62.43
89,1976,Utah,UT,"Carter, Jimmy",Democratic,182110,541218,1976-Democratic,True,33.65
90,1976,Vermont,VT,"Ford, Gerald",Republican,100387,183902,1976-Republican,False,54.59
91,1976,Vermont,VT,"Carter, Jimmy",Democratic,77798,183902,1976-Democratic,True,42.3
92,1976,Virginia,VA,"Ford, Gerald",Republican,836554,1697094,1976-Republican,False,49.29
93,1976,Virginia,VA,"Carter, Jimmy",Democratic,813896,1697094,1976-Democratic,True,47.96
94,1976,Washington,WA,"Ford, Gerald",Republican,777732,1555534,1976-Republican,False,50.0
95,1976,Washington,WA,"Carter, Jimmy",Democratic,717323,1555534,1976-Democratic,True,46.11
96,1976,West Virginia,WV,"Carter, Jimmy",Democratic,435864,750590,1976-Democratic,True,58.07
97,1976,West Virginia,WV,"Ford, Gerald",Republican,314726,750590,1976-Republican,False,41.93
98,1976,Wisconsin,WI,"Carter, Jimmy",Democratic,1040232,2101336,1976-Democratic,True,49.5
99,1976,Wisconsin,WI,"Ford, Gerald",Republican,1004987,2101336,1976-Republican,False,47.83
100,1976,Wyoming,WY,"Ford, Gerald",Republican,92717,156343,1976-Republican,False,59.3
101,1976,Wyoming,WY,"Carter, Jimmy",Democratic,62239,156343,1976-Democratic,True,39.81
102,1980,Alabama,AL,"Reagan, Ronald",Republican,654192,1341929,1980-Republican,True,48.75
103,1980,Alabama,AL,"Carter, Jimmy",Democratic,636730,1341929,1980-Democratic,False,47.45
104,1980,Alaska,AK,"Reagan, Ronald",Republican,86112,158445,1980-Republican,True,54.35
105,1980,Alaska,AK,"Carter, Jimmy",Democratic,41842,158445,1980-Democratic,False,26.41
106,1980,Arizona,AZ,"Reagan, Ronald",Republican,529688,873945,1980-Republican,True,60.61
107,1980,Arizona,AZ,"Carter, Jimmy",Democratic,246843,873945,1980-Democratic,False,28.24
108,1980,Arkansas,AR,"Reagan, Ronald",Republican,403164,837582,1980-Republican,True,48.13
109,1980,Arkansas,AR,"Carter, Jimmy",Democratic,398041,837582,1980-Democratic,False,47.52
110,1980,California,CA,"Reagan, Ronald",Republican,4522994,8582938,1980-Republican,True,52.7
111,1980,California,CA,"Carter, Jimmy",Democratic,3082943,8582938,1980-Democratic,False,35.92
112,1980,Colorado,CO,"Reagan, Ronald",Republican,652264,1184450,1980-Republican,True,55.07
113,1980,Colorado,CO,"Carter, Jimmy",Democratic,368009,1184450,1980-Democratic,False,31.07
114,1980,Connecticut,CT,"Reagan, Ronald",Republican,677210,1406285,1980-Republican,True,48.16
115,1980,Connecticut,CT,"Carter, Jimmy",Democratic,541732,1406285,1980-Democratic,False,38.52
116,1980,Delaware,DE,"Reagan, Ronald",Republican,111252,235668,1980-Republican,True,47.21
117,1980,Delaware,DE,"Carter, Jimmy",Democratic,105754,235668,1980-Democratic,False,44.87
118,1980,District of Columbia,DC,"Carter, Jimmy",Democratic,130231,173889,1980-Democratic,False,74.89
119,1980,District of Columbia,DC,"Reagan, Ronald",Republican,23313,173889,1980-Republican,True,13.41
120,1980,Florida,FL,"Reagan, Ronald",Republican,2046951,3686927,1980-Republican,True,55.52
121,1980,Florida,FL,"Carter, Jimmy",Democratic,1419475,3686927,1980-Democratic,False,38.5
122,1980,Georgia,GA,"Carter, Jimmy",Democratic,890955,1596805,1980-Democratic,False,55.8
123,1980,Georgia,GA,"Reagan, Ronald",Republican,654168,1596805,1980-Republican,True,40.97
124,1980,Hawaii,HI,"Carter, Jimmy",Democratic,135879,303287,1980-Democratic,False,44.8
125,1980,Hawaii,HI,"Reagan, Ronald",Republican,130112,303287,1980-Republican,True,42.9
126,1980,Idaho,ID,"Reagan, Ronald",Republican,290699,437431,1980-Republican,True,66.46
127,1980,Idaho,ID,"Carter, Jimmy",Democratic,110192,437431,1980-Democratic,False,25.19
128,1980,Illinois,IL,"Reagan, Ronald",Republican,2358049,4749721,1980-Republican,True,49.65
129,1980,Illinois,IL,"Carter, Jimmy",Democratic,1981413,4749721,1980-Democratic,False,41.72
130,1980,Indiana,IN,"Reagan, Ronald",Republican,1255656,2242033,1980-Republican,True,56.01
131,1980,Indiana,IN,"Carter, Jimmy",Democratic,844197,2242033,1980-Democratic,False,37.65
132,1980,Iowa,IA,"Reagan, Ronald",Republican,676026,1317661,1980-Republican,True,51.31
133,1980,Iowa,IA,"Carter, Jimmy",Democratic,508672,1317661,1980-Democratic,False,38.6
134,1980,Kansas,KS,"Reagan, Ronald",Republican,566812,979795,1980-Republican,True,57.85
135,1980,Kansas,KS,"Carter, Jimmy",Democratic,326150,979795,1980-Democratic,False,33.29
136,1980,Kentucky,KY,"Reagan, Ronald",Republican,635274,1295627,1980-Republican,True,49.03
137,1980,Kentucky,KY,"Carter, Jimmy",Democratic,617417,1295627,1980-Democratic,False,47.65
138,1980,Louisiana,LA,"Reagan, Ronald",Republican,792853,1548591,1980-Republican,True,51.2
139,1980,Louisiana,LA,"Carter, Jimmy",Democratic,708453,1548591,1980-Democratic,False,45.75
140,1980,Maine,ME,"Reagan, Ronald",Republican,238522,523011,1980-Republican,True,45.61
141,1980,Maine,ME,"Carter, Jimmy",Democratic,220974,523011,1980-Democratic,False,42.25
142,1980,Maryland,MD,"Carter, Jimmy",Democratic,726161,1540496,1980-Democratic,False,47.14
143,1980,Maryland,MD,"Reagan, Ronald",Republican,680606,1540496,1980-Republican,True,44.18
144,1980,Massachusetts,MA,"Reagan, Ronald",Republican,1057631,2524090,1980-Republican,True,41.9
145,1980,Massachusetts,MA,"Carter, Jimmy",Democratic,1053802,2524090,1980-Democratic,False,41.75
146,1980,Michigan,MI,"Reagan, Ronald",Republican,1915225,3909725,1980-Republican,True,48.99
147,1980,Michigan,MI,"Carter, Jimmy",Democratic,1661532,3909725,1980-Democratic,False,42.5
148,1980,Minnesota,MN,"Carter, Jimmy",Democratic,954173,2051916,1980-Democratic,False,46.5
149,1980,Minnesota,MN,"Reagan, Ronald",Republican,873268,2051916,1980-Republican,True,42.56
150,1980,Mississippi,MS,"Reagan, Ronald",Republican,441089,891750,1980-Republican,True,49.46
151,1980,Mississippi,MS,"Carter, Jimmy",Democratic,429281,891750,1980-Democratic,False,48.14
152,1980,Missouri,MO,"Reagan, Ronald",Republican,1074181,2099824,1980-Republican,True,51.16
153,1980,Missouri,MO,"Carter, Jimmy",Democratic,931182,2099824,1980-Democratic,False,44.35
154,1980,Montana,MT,"Reagan, Ronald",Republican,206814,363952,1980-Republican,True,56.82
155,1980,Montana,MT,"Carter, Jimmy",Democratic,118032,363952,1980-Democratic,False,32.43
156,1980,Nebraska,NE,"Reagan, Ronald",Republican,419214,639533,1980-Republican,True,65.55
157,1980,Nebraska,NE,"Carter, Jimmy",Democratic,166424,639533,1980-Democratic,False,26.02
158,1980,Nevada,NV,"Reagan, Ronald",Republican,155017,243692,1980-Republican,True,63.61
159,1980,Nevada,NV,"Carter, Jimmy",Democratic,66666,243692,1980-Democratic,False,27.36
160,1980,New Hampshire,NH,"Reagan, Ronald",Republican,221705,383990,1980-Republican,True,57.74
161,1980,New Hampshire,NH,"Carter, Jimmy",Democratic,108864,383990,1980-Democratic,False,28.35
162,1980,New Jersey,NJ,"Reagan, Ronald",Republican,1546557,2975684,1980-Republican,True,51.97
163,1980,New Jersey,NJ,"Carter, Jimmy",Democratic,1147364,2975684,1980-Democratic,False,38.56
164,1980,New Mexico,NM,"Reagan, Ronald",Republican,250779,456237,1980-Republican,True,54.97
165,1980,New Mexico,NM,"Carter, Jimmy",Democratic,167826,456237,1980-Democratic,False,36.78
166,1980,New York,NY,"Carter, Jimmy",Democratic,2728372,6201959,1980-Democratic,False,43.99
167,1980,New York,NY,"Reagan, Ronald",Republican,2637700,6201959,1980-Republican,True,42.53
168,1980,North Carolina,NC,"Reagan, Ronald",Republican,915018,1855833,1980-Republican,True,49.3
169,1980,North Carolina,NC,"Carter, Jimmy",Democratic,875635,1855833,1980-Democratic,False,47.18
170,1980,North Dakota,ND,"Reagan, Ronald",Republican,193695,301116,1980-Republican,True,64.33
171,1980,North Dakota,ND,"Carter, Jimmy",Democratic,79189,301116,1980-Democratic,False,26.3
172,1980,Ohio,OH,"Reagan, Ronald",Republican,2206545,4283603,1980-Republican,True,51.51
173,1980,Ohio,OH,"Carter, Jimmy",Democratic,1752414,4283603,1980-Democratic,False,40.91
174,1980,Oklahoma,OK,"Reagan, Ronald",Republican,695570,1149708,1980-Republican,True,60.5
175,1980,Oklahoma,OK,"Carter, Jimmy",Democratic,402026,1149708,1980-Democratic,False,34.97
176,1980,Oregon,OR,"Reagan, Ronald",Republican,571044,1181516,1980-Republican,True,48.33
177,1980,Oregon,OR,"Carter, Jimmy",Democratic,456890,1181516,1980-Democratic,False,38.67
178,1980,Pennsylvania,PA,"Reagan, Ronald",Republican,2261872,4561501,1980-Republican,True,49.59
179,1980,Pennsylvania,PA,"Carter, Jimmy",Democratic,1937540,4561501,1980-Democratic,False,42.48
180,1980,Rhode Island,RI,"Carter, Jimmy",Democratic,198342,415967,1980-Democratic,False,47.68
181,1980,Rhode Island,RI,"Reagan, Ronald",Republican,154793,415967,1980-Republican,True,37.21
182,1980,South Carolina,SC,"Reagan, Ronald",Republican,439277,888258,1980-Republican,True,49.45
183,1980,South Carolina,SC,"Carter, Jimmy",Democratic,428220,888258,1980-Democratic,False,48.21
184,1980,South Dakota,SD,"Reagan, Ronald",Republican,198343,327703,1980-Republican,True,60.53
185,1980,South Dakota,SD,"Carter, Jimmy",Democratic,103855,327703,1980-Democratic,False,31.69
186,1980,Tennessee,TN,"Reagan, Ronald",Republican,787761,1617616,1980-Republican,True,48.7
